City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,urangan,-25.3,152.9,21.22,64,100,6.74,AU,1690430432
283,kavaratti,10.5669,72.642,28.23,74,100,6.05,IN,1690430307
284,maych'ew,12.7875,39.5422,14.13,85,100,2.58,ET,1690430433
285,tharangambadi,11.0319,79.8528,29.56,60,94,5.35,IN,1690430433
286,lepsy,46.235,78.9456,32.46,20,0,1.86,KZ,1690430433
287,mason city,43.1536,-93.201,25.76,87,26,1.69,US,1690430404
288,scarborough,54.2797,-0.4044,15.37,92,100,3.58,GB,1690429703
289,karratha,-20.7377,116.8463,21.25,66,63,6.19,AU,1690430435
290,kruisfontein,-34.0033,24.7314,9.38,92,54,2.89,ZA,1690430144
291,lakatoro,-16.0999,167.4164,23.49,72,94,8.93,VU,1690430367
292,rio grande,-32.035,-52.0986,11.08,93,1,3.66,BR,1690430436
293,yuzhno-kurilsk,44.0306,145.8556,17.24,99,100,1.05,RU,1690430436
294,steyr,48.0427,14.4213,10.68,85,52,0.41,AT,1690430436
295,san antonio de pale,-1.4014,5.6325,22.94,90,100,4.97,GQ,1690430437
296,mount isa,-20.7333,139.5,25.87,50,40,6.17,AU,1690430169
297,marshfield,44.6689,-90.1718,22.97,88,40,1.54,US,1690430219
298,puri,19.8,85.85,28.29,73,63,9.44,IN,1690430415
299,suva,-18.1416,178.4415,19.71,94,100,4.12,FJ,1690430438
300,kapuskasing,49.4169,-82.4331,17.05,94,75,1.03,CA,1690430193
301,natal,-5.795,-35.2094,24.12,94,40,4.12,BR,1690430438
302,proletariy,58.4342,31.7046,15.06,88,98,2.6,RU,1690430438
303,kalat,29.0225,66.5916,23.6,59,12,1.0,PK,1690430439
304,sakakah,29.9697,40.2064,26.76,14,30,0.78,SA,1690430439
305,kirkland lake,48.1446,-80.0377,18.16,94,65,0.0,CA,1690430439
306,essaouira,31.5125,-9.77,20.72,84,0,4.12,MA,1690430440
307,port augusta,-32.5,137.7667,20.18,38,87,7.27,AU,1690430440
308,dien bien phu,21.3833,103.0167,32.86,52,100,1.79,VN,1690430440
309,weno,7.4515,151.8468,28.12,77,32,3.76,FM,1690430441
310,tindouf,27.6711,-8.1474,24.25,31,0,7.72,DZ,1690430441
311,luderitz,-26.6481,15.1594,12.3,81,0,5.64,NA,1690430441
312,ingeniero guillermo n. juarez,-23.9,-61.85,17.0,64,100,1.96,AR,1690430441
313,lospalos,-8.5186,127.0025,22.82,75,82,4.2,TL,1690430334
314,zlatoust,55.1711,59.6508,18.88,80,29,1.69,RU,1690430442
315,zhezqazghan,47.7833,67.7667,21.32,60,20,6.0,KZ,1690430442
316,shenjiamen,29.9576,122.298,25.47,91,100,4.44,CN,1690430443
317,cacak,43.8914,20.3497,14.78,84,96,2.22,RS,1690430443
318,kapa'a,22.0752,-159.319,29.18,77,40,7.2,US,1690430325
319,abu ghurayb,33.3083,44.185,28.97,30,0,1.54,IQ,1690430443
320,vorkuta,67.5,64.0,15.32,84,99,1.73,RU,1690430444
321,melekeok village,7.4957,134.6367,26.31,94,100,5.14,PW,1690430444
322,dakhla,23.6848,-15.958,19.7,91,0,11.02,EH,1690430444
323,aleg,17.0481,-13.9209,28.92,60,9,6.1,MR,1690430444
324,nova vicosa,-17.8919,-39.3719,18.45,93,1,0.2,BR,1690430445
325,bandar-e genaveh,29.5791,50.517,32.01,47,0,0.75,IR,1690430445
326,christchurch,-43.5333,172.6333,11.11,50,20,9.77,NZ,1690430125
327,kargopol',61.5071,38.9456,15.22,96,76,2.04,RU,1690430445
328,tanjung pandan,-2.75,107.65,31.25,58,17,4.8,ID,1690430353
329,mossel bay,-34.1831,22.146,9.96,89,25,2.06,ZA,1690430446
330,beira,-19.8436,34.8389,15.05,100,20,2.68,MZ,1690430446
331,brookings,44.3114,-96.7984,28.0,69,0,3.09,US,1690430446
332,la ronge,55.1001,-105.2842,12.14,82,100,6.69,CA,1690430414
333,marat,25.0701,45.4615,33.81,12,73,2.7,SA,1690430447
334,hamilton,39.1834,-84.5333,28.56,74,0,7.72,US,1690430279
335,maun,-19.9833,23.4167,10.98,58,0,2.06,BW,1690430447
336,puerto armuelles,8.2833,-82.8667,27.83,70,100,1.34,PA,1690430447
337,bayevo,53.2833,80.7667,27.55,32,100,3.64,RU,1690430448
338,ketchikan,55.3422,-131.6461,14.68,82,3,1.36,US,1690430448
339,viedma,-40.8135,-62.9967,4.27,74,99,2.54,AR,1690430294
340,nizhnyaya poyma,56.1622,97.1933,23.95,51,79,3.28,RU,1690430448
341,karukh,34.4811,62.5863,26.65,36,0,8.72,AF,1690430449
342,constantia,44.1833,28.65,20.39,87,99,6.35,RO,1690430150
343,palu,-0.8917,119.8707,30.22,61,55,3.49,ID,1690430449
344,el fasher,13.6279,25.3494,27.24,56,89,3.01,SD,1690430449
345,loen,7.7601,168.2307,28.24,77,100,4.6,MH,1690430450
346,sikonge,-5.6333,32.7667,14.89,60,79,2.73,TZ,1690430450
347,ipubi,-7.6519,-40.1489,17.96,73,17,2.04,BR,1690430336
348,spirit lake,43.4222,-95.1022,27.18,90,78,2.27,US,1690430451
349,kihurio,-4.4667,38.0667,18.03,84,87,1.18,TZ,1690430451
350,kapit,2.0167,112.9333,33.96,48,40,1.88,MY,1690430451
351,novodvinsk,64.4165,40.8122,16.45,76,100,1.78,RU,1690430451
352,pervomayskoye,43.919,46.7102,25.64,61,0,8.38,RU,1690430452
353,tommot,58.9564,126.2925,27.7,50,2,3.3,RU,1690430452
354,buka,40.8108,69.1986,35.85,12,1,3.57,UZ,1690430452
355,celestun,20.8667,-90.4,27.44,82,100,6.37,MX,1690430452
356,okha,53.5739,142.9478,14.94,91,100,1.79,RU,1690430453
357,bonthe,7.5264,-12.505,24.51,91,96,2.49,SL,1690430161
358,marquette,46.5333,-87.6335,16.76,96,2,1.62,US,1690430186
359,nabire,-3.3667,135.4833,28.61,68,86,4.09,ID,1690430453
360,san matias,-16.3667,-58.4,24.39,41,40,0.65,BO,1690430454
361,soe,-9.8607,124.284,26.81,36,4,1.56,ID,1690430454
362,lamu,-2.2717,40.902,23.12,90,97,2.04,KE,1690430454
363,gilgit,35.9221,74.3087,30.62,44,1,1.35,PK,1690430455
364,sisimiut,66.9395,-53.6735,4.53,92,54,3.37,GL,1690430345
365,lautoka,-17.6167,177.4667,21.92,83,100,3.6,FJ,1690430008
366,mantua,45.1667,10.7833,19.53,80,8,0.89,IT,1690430456
367,hilo,19.7297,-155.09,29.04,83,40,4.12,US,1690430213
368,port hedland,-20.3167,118.5667,27.03,28,75,5.14,AU,1690430456
369,turpan,42.9333,89.1667,42.74,8,0,3.04,CN,1690430456
370,ola,59.5833,151.2833,16.75,98,100,3.42,RU,1690430303
371,buta,2.7858,24.73,20.9,96,100,2.04,CD,1690430457
372,san german,18.0816,-67.0449,28.16,72,100,0.89,PR,1690430457
373,sulak,43.2734,47.5146,25.04,75,0,9.08,RU,1690430458
374,fortuna,40.5982,-124.1573,14.99,91,0,4.63,US,1690430458
375,roslavl',53.9528,32.8639,15.94,97,100,1.92,RU,1690430458
376,saldanha,-33.0117,17.9442,11.03,83,100,5.34,ZA,1690430459
377,punta cana,18.5818,-68.4043,24.87,94,75,0.0,DO,1690430407
378,port blair,11.6667,92.75,30.02,79,40,5.14,IN,1690430255
379,latacunga,-0.9333,-78.6167,10.08,100,20,2.57,EC,1690430459
380,taroa,8.7058,171.2275,27.88,79,100,4.66,MH,1690430460
381,cambria,35.5641,-121.0808,21.54,56,0,2.9,US,1690430460
382,nuku'alofa,-21.1333,-175.2,22.19,60,75,3.09,TO,1690430419
383,khanpur mahar,27.8436,69.4137,30.34,74,100,3.1,PK,1690430460
384,mwene-ditu,-7.0,23.45,18.18,38,19,2.34,CD,1690430461
385,felahiye,39.0906,35.5672,10.41,24,0,1.7,TR,1690430461
386,pitimbu,-7.4706,-34.8086,23.33,94,66,2.88,BR,1690430462
387,yarmouth,41.7057,-70.2286,23.89,91,0,6.17,US,1690430462
388,susuman,62.7833,148.1667,9.19,83,100,2.36,RU,1690430166
389,maragogi,-9.0122,-35.2225,23.14,86,62,1.69,BR,1690430463
390,piripiri,-4.2733,-41.7769,20.07,92,3,0.89,BR,1690430463
391,gebeit,21.0667,36.3167,30.75,38,5,2.08,SD,1690430463
392,manghit,42.1156,60.0597,27.99,36,69,5.41,UZ,1690430464
393,tamworth,52.634,-1.6959,17.03,95,100,5.49,GB,1690430464
394,glendale,33.5387,-112.186,42.94,23,0,6.69,US,1690430408
395,kargasok,59.0556,80.8572,22.75,57,9,3.53,RU,1690430465
396,bengkulu,-3.8004,102.2655,28.96,66,46,4.26,ID,1690430465
397,coruripe,-10.1256,-36.1756,22.02,84,32,1.42,BR,1690430465
398,nagqu,31.5,92.0,6.61,83,100,1.49,CN,1690430464
399,pratt,37.6439,-98.7376,30.34,42,0,3.09,US,1690430466
400,ouro preto do oeste,-10.7481,-62.2158,23.27,51,30,0.29,BR,1690430466
401,nadym,65.5333,72.5167,23.34,57,14,3.11,RU,1690430467
402,gadzhiyevo,69.2551,33.3362,10.35,93,100,1.55,RU,1690430443
403,kanbe,16.7053,96.0017,29.03,67,50,5.46,MM,1690430467
404,margate,51.3813,1.3862,16.61,94,100,4.47,GB,1690430468
405,muntok,-2.0667,105.1833,29.98,65,51,4.91,ID,1690430362
406,walvis bay,-22.9575,14.5053,11.72,93,100,5.14,NA,1690430468
407,cedeira,43.6797,-8.0209,17.99,86,97,2.3,ES,1690430469
408,hami,42.8,93.45,37.34,8,0,1.55,CN,1690430469
409,tobelo,1.7284,128.0095,30.6,63,36,3.82,ID,1690430469
410,atasu,48.6814,71.6433,26.43,34,35,4.51,KZ,1690430470
411,korla,41.7597,86.1469,35.48,18,0,2.63,CN,1690430470
412,fale old settlement,-9.3852,-171.2468,28.6,73,50,7.45,TK,1690430272
413,zhuanghe,39.7008,122.9911,26.4,83,83,5.03,CN,1690430471
414,berezovo,63.9381,65.0419,14.81,96,100,1.93,RU,1690430471
415,joao pessoa,-7.115,-34.8631,23.13,94,75,2.06,BR,1690430434
416,el bauga,18.262,33.9081,31.07,42,86,8.52,SD,1690430471
417,forster,-32.1667,152.5167,18.54,64,0,3.43,AU,1690430472
418,springfield,37.2153,-93.2982,27.72,74,0,6.32,US,1690430472
419,sidi akkacha,36.4647,1.3026,29.16,69,3,2.59,DZ,1690430472
420,al muwayh,22.4333,41.7583,30.7,18,16,5.38,SA,1690430473
421,chibougamau,49.9168,-74.3659,18.79,72,75,2.65,CA,1690430473
422,lubango,-14.9172,13.4925,13.92,41,50,2.57,AO,1690430473
423,ugoofaaru,5.6667,73.0,28.14,71,100,1.05,MV,1690430474
424,mount gambier,-37.8333,140.7667,16.27,56,46,5.05,AU,1690430325
425,garachico,28.7781,-17.7646,20.06,73,75,5.14,ES,1690430475
426,koksan,38.7819,126.6664,27.07,80,99,2.07,KP,1690430475
427,awjilah,29.1081,21.2869,29.24,25,0,2.37,LY,1690430475
428,zhosaly,45.4878,64.0781,30.74,34,99,5.8,KZ,1690430476
429,paros,37.0833,25.15,30.17,78,0,0.51,GR,1690430476
430,nakhabino,55.8514,37.1814,17.1,100,100,2.0,RU,1690430477
431,san javier,37.8063,-0.8374,26.84,83,40,2.57,ES,1690430477
432,masindi,1.6744,31.715,17.21,97,100,1.24,UG,1690430477
433,gutao,37.2025,112.1781,34.22,29,100,2.3,CN,1690430478
434,ornskoldsvik,63.2909,18.7153,11.53,100,100,1.54,SE,1690430478
435,sibate,4.4843,-74.245,13.31,80,55,2.37,CO,1690430479
436,mamuju,-2.6748,118.8885,30.15,60,17,1.91,ID,1690430479
437,luuq,3.7938,42.5445,23.4,73,85,8.09,SO,1690430479
438,bath,51.3779,-2.3591,17.64,96,100,5.72,GB,1690430333
439,sitia,35.2,26.0986,28.32,56,0,0.45,GR,1690430480
440,olinda,-8.0089,-34.8553,22.85,100,75,2.57,BR,1690430471
441,puerto baquerizo moreno,-0.9,-89.6,23.93,81,93,5.89,EC,1690430480
442,twentynine palms,34.1356,-116.0542,38.08,23,0,4.68,US,1690430460
443,fort bragg,35.139,-79.006,28.32,80,0,3.6,US,1690430278
444,blenheim,-41.516,173.9528,12.51,57,28,2.68,NZ,1690430482
445,mogadishu,2.0371,45.3438,24.51,81,83,6.29,SO,1690430411
446,wynyard,-41.0,145.7167,12.42,76,100,3.88,AU,1690430482
447,axim,4.8699,-2.2405,24.34,91,96,2.27,GH,1690430482
448,pallisa,1.145,33.7094,19.93,64,95,1.84,UG,1690430483
449,barrouallie,13.2333,-61.2667,25.93,84,100,4.26,VC,1690430483
450,malanje,-9.5402,16.341,16.68,78,1,1.05,AO,1690430483
451,nguigmi,14.2495,13.1092,29.29,56,96,3.57,NE,1690430484
452,katsuren-haebaru,26.3369,127.8719,29.21,89,100,7.2,JP,1690430484
453,puerto aysen,-45.4,-72.7,3.35,99,100,0.46,CL,1690430484
454,alesund,62.4723,6.1549,16.53,94,75,4.12,NO,1690430485
455,fada,9.5667,8.3,19.78,95,87,0.66,NG,1690430485
456,makarov,48.6333,142.8,26.6,53,1,4.86,RU,1690430485
457,khovd,48.0056,91.6419,25.51,25,99,2.58,MN,1690430486
458,roma,43.2128,-75.4557,24.79,70,0,3.6,US,1690430205
459,hotan,37.0997,79.9269,31.51,24,63,2.01,CN,1690430486
460,timoteo,-19.5825,-42.6444,18.48,96,16,0.85,BR,1690430486
461,tulun,54.5611,100.5792,21.66,61,92,4.13,RU,1690430487
462,novo aripuana,-5.1206,-60.3797,24.39,57,11,0.92,BR,1690430487
463,cobourg,50.2667,10.9667,11.51,95,100,2.11,DE,1690430405
464,kiama,-34.6833,150.8667,21.43,62,0,4.47,AU,1690430488
465,chinde,26.8418,88.0763,23.83,74,86,2.27,NP,1690430488
466,bag,22.3667,74.7667,28.98,76,100,6.08,IN,1690430488
467,tadine,-21.55,167.8833,21.26,53,74,7.63,NC,1690430489
468,la asuncion,11.0333,-63.8628,27.85,78,99,5.14,VE,1690430489
469,remire-montjoly,4.9167,-52.2667,25.02,94,100,0.0,GF,1690430489
470,dryden,49.7833,-92.7503,24.16,73,100,4.63,CA,1690430327
471,mana,5.6592,-53.7767,25.4,86,100,3.15,GF,1690430220
472,bisalpur,28.3,79.8,31.28,65,99,3.09,IN,1690430490
473,paoua,7.2427,16.4406,19.42,91,100,1.14,CF,1690430491
474,douentza,14.9951,-2.9517,31.06,42,100,2.4,ML,1690430491
475,bierutow,51.1244,17.5461,15.97,67,58,2.64,PL,1690430491
476,markovo,57.3206,107.0881,25.2,58,100,1.93,RU,1690430492
477,abepura,-2.6333,140.5833,27.45,74,40,4.12,ID,1690430492
478,corbelia,-24.7989,-53.3067,15.31,74,12,2.52,BR,1690430492
479,punta de bombon,-17.1717,-71.7931,16.73,86,40,1.9,PE,1690430493
480,toliara,-23.35,43.6667,16.7,57,0,6.44,MG,1690430493
481,novaya igirma,57.1334,103.9112,25.84,49,76,1.68,RU,1690430493
482,mandalgovi,45.7625,106.2708,24.49,31,4,2.01,MN,1690430494
483,lashio,22.9333,97.75,25.39,83,99,1.55,MM,1690430494
484,diebougou,10.9667,-3.25,24.4,81,74,1.76,BF,1690430494
485,el sauzal de rodriguez,31.9,-116.6833,20.23,78,37,1.54,MX,1690430494
486,untergriesbach,48.5743,13.6673,12.04,98,91,1.79,DE,1690430495
487,santa cruz,-17.8,-63.1667,19.7,60,75,9.26,BO,1690430408
488,kutum,14.2,24.6667,22.48,72,67,5.61,SD,1690430495
489,sorocaba,-23.5017,-47.4581,20.05,50,5,0.74,BR,1690430404
490,serhetabat,35.2799,62.3438,29.99,40,0,5.7,TM,1690430496
491,nicoya,10.1483,-85.452,24.28,90,97,0.93,CR,1690430496
492,birendranagar,28.6019,81.6339,28.03,72,97,1.22,NP,1690430496
493,tinogasta,-28.0632,-67.5649,9.3,59,57,0.12,AR,1690430497
494,chos malal,-37.3781,-70.2709,5.81,39,54,2.91,AR,1690430497
495,sosnovka,56.255,51.2842,21.67,73,34,4.01,RU,1690430497
496,bria,6.5423,21.9863,20.21,97,100,0.89,CF,1690430497
497,urzhar,47.093,81.6294,35.36,13,1,3.13,KZ,1690430498
498,dubbo,-32.25,148.6167,19.07,45,40,3.09,AU,1690430241
499,voitsberg,47.0333,15.15,11.13,70,50,2.12,AT,1690430498
500,westport,41.1415,-73.3579,25.42,82,32,3.58,US,1690430499
501,reyes,-14.3167,-67.3833,24.08,71,92,1.23,BO,1690430499
502,mahina,-17.5065,-149.489,24.87,88,75,0.51,PF,1690430500
503,raduzhny,62.0961,77.475,20.58,70,47,3.13,RU,1690430500
504,bac kan,22.1333,105.8333,35.25,51,91,1.23,VN,1690430500
505,port said,31.2565,32.2841,27.99,78,0,0.0,EG,1690430500
506,la palma,33.8464,-118.0467,31.73,64,0,0.89,US,1690430501
507,brecon,51.9461,-3.3889,17.09,98,100,6.01,GB,1690430501
508,steinbach,50.1667,8.5667,15.91,83,0,1.03,DE,1690430501
509,vavuniya,8.7514,80.4971,31.19,52,96,4.99,LK,1690430502
510,urumqi,43.801,87.6005,35.53,13,0,5.0,CN,1690430447
511,le morne-rouge,14.7667,-61.1333,24.76,80,99,4.56,MQ,1690430502
512,ban karon,7.8477,98.2985,30.99,67,99,7.62,TH,1690430502
513,la'ie,21.6477,-157.9253,27.71,74,14,3.13,US,1690430502
514,ipatovo,45.7181,42.9036,23.18,59,0,6.6,RU,1690430503
515,sawakin,19.1059,37.3321,34.6,46,6,6.32,SD,1690430503
516,lind,56.1,8.9833,11.9,90,89,3.28,DK,1690430504
517,belmonte,-15.8631,-38.8828,22.66,71,51,2.77,BR,1690430504
518,moyynkum,44.2914,72.9469,35.66,17,7,3.86,KZ,1690430504
519,ust-tsilma,65.441,52.1498,17.08,79,94,1.29,RU,1690430504
520,richards bay,-28.783,32.0377,16.47,70,0,6.0,ZA,1690430504
521,jianguang,28.1938,115.7836,32.32,61,24,4.57,CN,1690430505
522,ramanuj ganj,23.8,83.7,31.91,54,50,3.94,IN,1690430505
523,sukhinichi,54.0999,35.3425,16.82,93,72,1.12,RU,1690430505
524,hammerfest,70.6634,23.6821,11.25,87,100,2.06,NO,1690430505
525,coahuayana de hidalgo,18.7,-103.6583,27.14,84,87,0.63,MX,1690430283
526,nachingwea,-10.3833,38.7667,15.93,95,62,1.44,TZ,1690430506
527,alice springs,-23.7,133.8833,23.75,46,100,8.23,AU,1690430506
528,cabo san lucas,22.8909,-109.9124,30.9,77,43,2.24,MX,1690430220
529,korsakov,46.6328,142.7813,29.91,64,94,6.46,RU,1690430507
530,harper,4.375,-7.7169,24.42,89,99,3.73,LR,1690430507
531,capinopolis,-18.6819,-49.5697,21.7,37,40,2.62,BR,1690430507
532,khanty-mansiysk,61.0042,69.0019,19.06,77,0,4.02,RU,1690430507
533,queenstown,-31.8976,26.8753,9.14,86,28,1.99,ZA,1690430502
534,varasti,44.2378,26.2486,20.2,78,63,4.15,RO,1690430508
535,batangafo,7.3008,18.2833,19.9,98,99,0.77,CF,1690430508
536,wewak,-3.5534,143.6268,29.02,71,66,2.1,PG,1690430508
537,inarajan village,13.2736,144.7484,25.49,92,100,5.11,GU,1690430509
538,vilyuchinsk,52.9306,158.4028,21.15,83,99,3.19,RU,1690430509
539,port-vila,-17.7338,168.3219,21.78,68,100,7.2,VU,1690430509
540,la tuque,47.4334,-72.7824,20.14,88,100,1.03,CA,1690430509
541,salym,60.0625,71.4789,20.85,70,35,3.05,RU,1690430510
542,pavlovsk,50.4578,40.1081,23.68,56,58,2.88,RU,1690430510
543,bandarbeyla,9.4942,50.8122,25.52,63,32,12.84,SO,1690430510
544,prince rupert,54.3161,-130.3201,16.83,85,0,4.12,CA,1690430409
545,poronaysk,49.2167,143.1167,24.39,69,45,1.27,RU,1690430511
546,sovetsk,55.0839,21.8785,13.71,82,100,2.29,RU,1690430511
547,floro,61.5996,5.0328,14.98,82,100,2.57,NO,1690430511
548,woodward,36.4337,-99.3904,28.51,42,0,5.66,US,1690430512
549,alenquer,-1.9417,-54.7383,25.16,73,30,1.49,BR,1690430512
550,puerto san jose,13.9256,-90.8244,27.64,77,6,0.62,GT,1690430512
551,kanniyakumari,8.0833,77.5667,28.14,71,66,7.79,IN,1690430512
552,choma,-16.8065,26.9531,10.19,91,4,2.03,ZM,1690430513
553,san nicolas de los arroyos,-33.3358,-60.2252,9.47,70,100,1.71,AR,1690430330
554,luena,-11.7833,19.9167,17.1,51,4,3.09,AO,1690430513
555,al jawf,29.5,38.75,28.46,18,55,2.15,SA,1690430513
556,zaterechnyy,44.7931,45.2097,24.72,56,0,6.93,RU,1690430514
557,ribas do rio pardo,-20.4431,-53.7592,20.82,45,49,0.94,BR,1690430470
558,saint-philippe,-21.3585,55.7679,18.95,79,63,5.15,RE,1690430514
559,usogorsk,63.4106,48.6872,18.53,60,100,3.84,RU,1690430514
560,lata,40.1629,-8.3327,18.23,93,85,1.24,PT,1690430515
561,guaruja,-23.9931,-46.2564,22.16,26,2,2.44,BR,1690430515
562,peterhead,57.5058,-1.7981,14.22,85,51,6.56,GB,1690430515
563,cidreira,-30.1811,-50.2056,14.11,84,40,5.82,BR,1690430226
564,kaiapoi,-43.3783,172.6401,11.19,53,20,9.77,NZ,1690430515
565,arawa,-6.2132,155.5367,30.2,72,77,2.26,PG,1690430516
566,benguela,-12.5763,13.4055,19.33,87,45,2.84,AO,1690430516
567,azazga,36.7447,4.3722,21.75,47,0,2.37,DZ,1690430516
568,daxi,24.8837,121.2904,32.38,76,100,8.13,TW,1690430516
